word	pronunciation
Ստեփանյան	s t e p ʰ ɑ ˈ n j ɑ n
Ստեփանոս	s t e p ʰ ɑ ˈ n o s
ստիմֆալյան թռչուններ	s t i m f ɑ ˈ l j ɑ n   t ʰ ə r t ͡ ʃ ʰ u n ˈ n e ɾ
ստին	ə s ˈ t i n
ստինք	s t i n k ʰ
ստիպել	s t i ˈ p e l
ստիպվել	s t i p ˈ v e l
Ստյոպա	s t j o ˈ p ɑ
ստոծանի	s t o t ͡ s ɑ ˈ n i
Ստոկհոլմ	s t o k ˈ h o l m
ստոր	ə s ˈ t o ɾ
ստոր-	s t o ɾ
ստորաբաժանում	s t o ɾ ɑ b ɑ ʒ ɑ ˈ n u m
ստորագրել	s t o ɾ ɑ ɡ ˈ ɾ e l
ստորագրություն	s t o ɾ ɑ ɡ ɾ u ˈ t ʰ j u n
ստորակետ	s t o ɾ ɑ ˈ k e t
ստորանալ	s t o ɾ ɑ ˈ n ɑ l
ստորացնել	s t o ɾ ɑ t ͡ s ʰ ˈ n e l
ստորացվել	s t o ɾ ɑ t ͡ s ʰ ˈ v e l
ստորացում	( ə ) s t o ɾ ɑ ˈ t ͡ s ʰ u m
ստորգետնյա	s t o ɾ ɡ e t ˈ n j ɑ
ստորերկրյա	s t o ɾ e ɾ k ˈ ɾ j ɑ
ստորին	s t o ˈ ɾ i n
ստորին լուժիկերեն	s t o ˈ ɾ i n   l u ʒ i k e ˈ ɾ e n
ստորոգյալ	s t o ɾ o ˈ ɡ j ɑ l
Ստոքհոլմ	s t o k ʰ ˈ h o l m
ստվար	s t ə ˈ v ɑ ɾ
ստվարաբուն	s t ə v ɑ ɾ ɑ ˈ b u n
ստվարագլուխ	s t ə v ɑ ɾ ɑ ɡ ə ˈ l u χ
ստվարաթիվ	s t ə v ɑ ɾ ɑ ˈ t ʰ i v
ստվարաթղթակազմ	s t ə v ɑ ɾ ɑ t ʰ ə χ t ʰ ɑ ˈ k ɑ z m
ստվարաթղթե	s t ə v ɑ ɾ ɑ t ʰ ə χ ˈ t ʰ e
ստվարաթղթյա	s t ə v ɑ ɾ ɑ t ʰ ə χ ˈ t ʰ j ɑ
ստվարաթուղթ	s t ə v ɑ ɾ ɑ ˈ t ʰ u χ t ʰ
ստվարախումբ	s t ə v ɑ ɾ ɑ ˈ χ u m b
ստվարածալ	s t ə v ɑ ɾ ɑ ˈ t ͡ s ɑ l
ստվարածավալ	s t ə v ɑ ɾ ɑ t ͡ s ɑ ˈ v ɑ l
ստվեր	s t ə ˈ v e ɾ
Ստրաբոն	s t ɾ ɑ ˈ b o n
Ստրասբուրգ	s t ɾ ɑ s ˈ b u ɾ ɡ
ստրատեգիա	s t ɾ ɑ ˈ t e ɡ i ɑ
ստրիպտիզ	s t ɾ i p ˈ t i z
ստրկատեր	s t ə ɾ k ɑ ˈ t e ɾ
ստրկատիրություն	s t ə ɾ k ɑ t i ɾ u ˈ t ʰ j u n
ստրկացնել	s t ə ɾ k ɑ t ͡ s ʰ ˈ n e l
ստրկություն	s t ə ɾ k u ˈ t ʰ j u n
ստրոնցիում	s t ɾ o n t ͡ s ʰ i ˈ j u m
ստրուկ	s t ɾ u k
ստուգաբան	s t u ɡ ɑ ˈ b ɑ n
ստուգաբանություն	s t u ɡ ɑ b ɑ n u ˈ t ʰ j u n
ստուգաթերթ	s t u ɡ ɑ ˈ t ʰ e ɾ t ʰ
ստուգայց	s t u ˈ ɡ ɑ j t ͡ s ʰ
ստուգել	s t u ˈ ɡ e l
ստուգում	s t u ˈ ɡ u m
ստուդիա	ˈ s t u d i ɑ
ստություն	s ə t u ˈ t ʰ j u n
սրածայր	s ə ɾ ɑ ˈ t ͡ s ɑ j ɾ
սրահ	s ə ˈ ɾ ɑ h
սրամիտ	s ə ɾ ɑ ˈ m i t
սրամտել	s ə ɾ ɑ m ə ˈ t e l
սրանք	s ə ˈ ɾ ɑ n k ʰ
սրբագիր	s ə ɾ p ʰ ɑ ˈ ɡ i ɾ
սրբագրել	s ə ɾ p ʰ ɑ ɡ ˈ ɾ e l
սրբազան	s ə ɾ p ʰ ɑ ˈ z ɑ n
սրբազան պատերազմ	s ə ɾ p ʰ ɑ ˈ z ɑ n   p ɑ t e ˈ ɾ ɑ z m
սրբան	s ə ɾ ˈ p ʰ ɑ n
սրբանային	s ə ɾ p ʰ ɑ n ɑ ˈ j i n
սրբապղծել	s ə ɾ p ʰ ɑ p ə χ ˈ t ͡ s e l
սրբապղծություն	s ə ɾ p ʰ ɑ p ə χ t ͡ s u ˈ t ʰ j u n
սրբել	s ə ɾ ˈ p ʰ e l
սրբիչ	s ə ɾ ˈ p ʰ i t ͡ ʃ ʰ
սրբոսկր	s ə ɾ ˈ p ʰ o s k ə ɾ
սրբուհի	s ə ɾ p ʰ u ˈ h i
սրել	s ə ˈ ɾ e l
սրընթաց	s ə ɾ ə n ˈ t ʰ ɑ t ͡ s ʰ
սրընչակ	s ə ɾ ə n ˈ t ͡ ʃ ʰ ɑ k
սրիկա	s ɾ i ˈ k ɑ
սրինգ	s ə ˈ ɾ i n ɡ
սրիչ	s ə ˈ ɾ i t ͡ ʃ ʰ
սրճագույն	s ə ɾ t ͡ ʃ ɑ ˈ ɡ u j n
սրճակաթ	s ə ɾ t ͡ ʃ ɑ ˈ k ɑ t ʰ
սրճահատիկ	s ə ɾ t ͡ ʃ ɑ h ɑ ˈ t i k
սրճաղաց	s ə ɾ t ͡ ʃ ɑ ˈ ʁ ɑ t ͡ s ʰ
սրճաման	s ə ɾ t ͡ ʃ ɑ ˈ m ɑ n
սրճանոց	s ə ɾ t ͡ ʃ ɑ ˈ n o t ͡ s ʰ
սրճաստան	s ə ɾ t ͡ ʃ ɑ s ˈ t ɑ n
սրճավաճառ	s ə ɾ t ͡ ʃ ɑ v ɑ ˈ t ͡ ʃ ɑ r
սրճատուն	s ə ɾ t ͡ ʃ ɑ ˈ t u n
սրճարան	s ə ɾ t ͡ ʃ ɑ ˈ ɾ ɑ n
սրճարանատեր	s ə ɾ t ͡ ʃ ɑ ɾ ɑ n ɑ ˈ t e ɾ
սրճարար	s ə ɾ t ͡ ʃ ɑ ˈ ɾ ɑ ɾ
սրճել	s ə ɾ ˈ t ͡ ʃ e l
սրճենի	s ə ɾ t ͡ ʃ e ˈ n i
սրճեփ	s ə ɾ ˈ t ͡ ʃ e p ʰ
սրճիտ	s ə ɾ ˈ t ͡ ʃ i t
սրմա	s ə ɾ ˈ m ɑ
սրնչակ	s ə ɾ ə n ˈ t ͡ ʃ ʰ ɑ k
սրնքամիս	s ə ɾ ə n k ʰ ɑ ˈ m i s
սրսկել	s ə ɾ ə s ˈ k e l
սրված	s ə ɾ ˈ v ɑ t ͡ s
սրվել	s ə ɾ ˈ v e l
սրտաբան	s ə ɾ t ɑ ˈ b ɑ n
սրտաբանություն	s ə ɾ t ɑ b ɑ n u ˈ t ʰ j u n
սրտային	s ə ɾ t ɑ ˈ j i n
սրտանց	s ə ɾ ˈ t ɑ n t ͡ s ʰ
սրտաշարժ	s ə ɾ t ɑ ˈ ʃ ɑ ɾ ʒ
սրտաշարժաբար	s ə ɾ t ɑ ʃ ɑ ɾ ʒ ɑ ˈ b ɑ ɾ
սրտաշարժել	s ə ɾ t ɑ ʃ ɑ ɾ ˈ ʒ e l
սրտառել	s ə ɾ t ɑ ˈ r e l
սրտառուչ	s ə ɾ t ɑ ˈ r u t ͡ ʃ ʰ
սրտխառնուկ	s ə ɾ t χ ɑ r ˈ n u k
սրտխփոց	s ə ɾ t χ ə ˈ p ʰ o t ͡ s ʰ
սրտյա	s ə ɾ ˈ t j ɑ
Սրուճ	s ə ˈ ɾ u t ͡ ʃ
սրունք	s ə ˈ ɾ u n k ʰ
սցենար	s t ͡ s ʰ e ˈ n ɑ ɾ
սցենարիստ	s t ͡ s ʰ e n ɑ ˈ ɾ i s t
սուբյեկտիվություն	s u b j e k t i v u ˈ t ʰ j u n
սուգ	s u k ʰ
Սուդան	s u ˈ d ɑ n
Սուեզի ջրանցք	s u e ˈ z i   d ͡ ʒ ə ˈ ɾ ɑ n t ͡ s ʰ k ʰ
սուզանավ	s u z ɑ ˈ n ɑ v
սուզել	s u ˈ z e l
սուզվել	s u z ˈ v e l
Սուլահյան	s u l ɑ ˈ h j ɑ n
սուլել	s u ˈ l e l
սուլթան	s u l ˈ t ʰ ɑ n
սուլիչ	s u ˈ l i t ͡ ʃ ʰ
սուլուգունի	s u l u ɡ u ˈ n i
Սուխում	s u ˈ χ u m
Սուխումի	s u ˈ χ u m i
Սուկրե	ˈ s u k ɾ e
սուղ	s u ʁ
Սուճյան	s u ˈ t ͡ ʃ j ɑ n
Սումեր	s u ˈ m e ɾ
սումկա	s u m ˈ k ɑ
սումո	s u ˈ m o
սույն	s u j n
սունդաներեն	s u n d ɑ n e ˈ ɾ e n
սունկ	s u n k
սուշի	s u ˈ ʃ i
Սուչավա	s u ˈ t ͡ ʃ ʰ ɑ v ɑ
սուպ	s u p
սուպերմարկետ	s u p e ɾ m ɑ ɾ ˈ k e t
Սուջյան	s u ˈ d ͡ ʒ j ɑ n
սուջուխ	s u ˈ d ͡ ʒ u χ
սուս	s u s
սուս-փուս	s u s ˈ p ʰ u s
սուսեր	s u ˈ s e ɾ
սուսերամարտ	s u s e ɾ ɑ ˈ m ɑ ɾ t
սուսերամարտիկ	s u s e ɾ ɑ m ɑ ɾ ˈ t i k
սուսուփուս	s u s u ˈ p ʰ u s
Սուվա	ˈ s u v ɑ
սուտ	s u t
սուտակ	s u ˈ t ɑ k
սուտասան	s u t ɑ ˈ s ɑ n
սուր	s u ɾ
սուրահ	s u ˈ ɾ ɑ h
Սուրամ	s u ˈ ɾ ɑ m
Սուրամի	s u ˈ ɾ ɑ m i
սուրբ	s u ɾ p ʰ
Սուրբ Աթոռ	s u ɾ p ʰ   ɑ ˈ t ʰ o r
Սուրբ Երկիր	s u ɾ p ʰ   j e ɾ ˈ k i ɾ
Սուրբ Ծնունդ	s u ɾ p ʰ   t ͡ s ə ˈ n u n d
Սուրգուտ	s u ɾ ˈ ɡ u t
Սուրեն	s u ˈ ɾ e n
Սուրենյան	s u ɾ e ˈ n j ɑ n
Սուրինամ	s u ɾ i ˈ n ɑ m
սուրհանդակ	s u ɾ h ɑ n ˈ d ɑ k
սուրճ	s u ɾ t ͡ ʃ
սուրսաթ	s u ɾ ˈ s ɑ t ʰ
Սուքիաս	s u k ʰ i ˈ ɑ s
Սուքիասյան	s u k ʰ i ɑ ˈ s j ɑ n
Սփյուռք	s p ʰ j u r k ʰ
սփյուռքահայ	s p ʰ j u r k ʰ ɑ ˈ h ɑ j
սփոփանք	s p ʰ o ˈ p ʰ ɑ n k ʰ
սփոփել	s p ʰ o ˈ p ʰ e l
սփոփվել	s p ʰ o p ʰ ˈ v e l
սփռել	s ə p ʰ ˈ r e l
սփռոց	s ə p ʰ ˈ r o t ͡ s ʰ
սփռվել	s ə p ʰ ə r ˈ v e l
սքանչելի	s k ʰ ɑ n t ͡ ʃ ʰ e ˈ l i
սքեյթբորդ	s k ʰ e j t ʰ ˈ b o ɾ d
Վ	v ə
վ	v ə
-վ-	v
-վա	v ɑ
վագոն	v ɑ ˈ ɡ o n
վագր	ˈ v ɑ ɡ ə ɾ
վագրակատու	v ɑ ɡ ɾ ɑ k ɑ ˈ t u
վագրաձի	v ɑ ɡ ɾ ɑ ˈ d ͡ z i
Վադուց	v ɑ ˈ d u t ͡ s ʰ
վազ	v ɑ z
Վազգեն	v ɑ z ˈ ɡ e n
վազել	v ɑ ˈ z e l
Վազիրիստան	v ɑ z i ɾ i s ˈ t ɑ n
վազվզել	v ɑ z v ə ˈ z e l
վազք	v ɑ z k ʰ
վաթան	v ɑ ˈ t ʰ ɑ n
վաթել	v ɑ ˈ t ʰ e l
վաթսուն	v ɑ t ʰ ˈ s u n
վալետ	v ɑ ˈ l e t
Վալետա	v ɑ ˈ l e t ɑ
Վալերիանոս	v ɑ l e ɾ i ɑ ˈ n o s
վալիզ	v ɑ ˈ l i z
վալլիերեն	v ɑ l l i e ˈ ɾ e n
վալս	v ɑ l s
վալտորն	v ɑ l ˈ t o ɾ n
վախ	v ɑ χ
վախել	v ɑ ˈ χ e l
վախենալ	v ɑ χ e ˈ n ɑ l
վախեցած	v ɑ χ e ˈ t ͡ s ʰ ɑ t ͡ s
վախեցնել	v ɑ χ e t ͡ s ʰ ˈ n e l
վախկոտ	v ɑ χ ˈ k o t
վախկոտություն	v ɑ χ k o t u ˈ t ʰ j u n
վախճան	v ɑ χ ˈ t ͡ ʃ ɑ n
վախճանական	v ɑ χ t ͡ ʃ ɑ n ɑ ˈ k ɑ n
վախճանականություն	v ɑ χ t ͡ ʃ ɑ n ɑ k ɑ n u ˈ t ʰ j u n
վախճանակետ	v ɑ χ t ͡ ʃ ɑ n ɑ ˈ k e t
վախճանամերձ	v ɑ χ t ͡ ʃ ɑ n ɑ ˈ m e ɾ d ͡ z
վախճանվել	v ɑ χ t ͡ ʃ ɑ n ˈ v e l
-ված	v ɑ t ͡ s
-վածք	v ɑ t ͡ s k ʰ
վակուում	v ɑ k u ˈ u m
Վահագ	v ɑ ˈ h ɑ ɡ
Վահագն	v ɑ ˈ h ɑ ɡ ə n
Վահագնիկ	v ɑ h ɑ ɡ ˈ n i k
վահան	v ɑ ˈ h ɑ n
Վահան	v ɑ ˈ h ɑ n
վահանագեղձ	v ɑ h ɑ n ɑ ˈ ɡ e ʁ d ͡ z
վահանակ	v ɑ h ɑ ˈ n ɑ k
վահանակիր	v ɑ h ɑ n ɑ ˈ k i ɾ
Վահե	v ɑ ˈ h e
Վահրամ	v ɑ h ˈ ɾ ɑ m
վաղ	v ɑ ʁ
վաղակատար դերբայ	v ɑ ʁ ɑ k ɑ ˈ t ɑ ɾ   d e ɾ ˈ b ɑ j
Վաղարշ	v ɑ ˈ ʁ ɑ ɾ ʃ
Վաղարշակ	v ɑ ʁ ɑ ɾ ˈ ʃ ɑ k
Վաղարշապատ	v ɑ ʁ ɑ ɾ ʃ ɑ ˈ p ɑ t
Վաղես	v ɑ ˈ ʁ e s
վաղը	ˈ v ɑ ʁ ə
Վաղինակ	v ɑ ʁ i ˈ n ɑ k
վաղն	v ɑ ʁ n
վաղնջահայերեն	v ɑ ʁ ə n d ͡ ʒ ɑ h ɑ j e ˈ ɾ e n
վաղորդյան	v ɑ ʁ o ɾ ˈ t ʰ j ɑ n
վաղր	ˈ v ɑ ʁ ə ɾ
վաղուց	v ɑ ˈ ʁ u t ͡ s ʰ
վաճառ	v ɑ ˈ t ͡ ʃ ɑ r
վաճառական	v ɑ t ͡ ʃ ɑ r ɑ ˈ k ɑ n
վաճառասեղան	v ɑ t ͡ ʃ ɑ r ɑ s e ˈ ʁ ɑ n
վաճառավայր	v ɑ t ͡ ʃ ɑ r ɑ ˈ v ɑ j ɾ
վաճառատեղ	v ɑ t ͡ ʃ ɑ r ɑ ˈ t e ʁ
վաճառատեղի	v ɑ t ͡ ʃ ɑ r ɑ t e ˈ ʁ i
վաճառել	v ɑ t ͡ ʃ ɑ ˈ r e l
վաճառող	v ɑ t ͡ ʃ ɑ ˈ r o ʁ
վաճառք	v ɑ ˈ t ͡ ʃ ɑ r k ʰ
վայ	v ɑ j
վայել	v ɑ ˈ j e l
վայելել	v ɑ j e ˈ l e l
վայելուչ	v ɑ j e ˈ l u t ͡ ʃ ʰ
վայելք	v ɑ ˈ j e l k ʰ
վայիս	v ɑ ˈ j i s
Վայմար	v ɑ j ˈ m ɑ ɾ
Վայոց Ձոր	v ɑ ˈ j o t ͡ s ʰ   d ͡ z o ɾ
վայր	v ɑ j ɾ
վայրագ	v ɑ j ˈ ɾ ɑ ɡ
վայրագություն	v ɑ j ɾ ɑ ɡ u ˈ t ʰ j u n
վայրաշարժ	v ɑ j ɾ ɑ ˈ ʃ ɑ ɾ ʒ
վայրենի	v ɑ j ɾ e ˈ n i
վայրենություն	v ɑ j ɾ e n u ˈ t ʰ j u n
վայրէջք	v ɑ j ˈ ɾ e t ͡ ʃ ʰ k ʰ
վայրի	v ɑ j ˈ ɾ i
վայրի գազար	v ɑ j ˈ ɾ i   ɡ ɑ ˈ z ɑ ɾ
վայրի խոզ	v ɑ j ˈ ɾ i   χ o z
վայրկենական	v ɑ j ɾ k e n ɑ ˈ k ɑ n
վայրկենաչափ	v ɑ j ɾ k e n ɑ ˈ t ͡ ʃ ʰ ɑ p ʰ
վայրկյան	v ɑ j ɾ ˈ k j ɑ n
վայրկյանական	v ɑ j ɾ k j ɑ n ɑ ˈ k ɑ n
վայրկյանաչափ	v ɑ j ɾ k j ɑ n ɑ ˈ t ͡ ʃ ʰ ɑ p ʰ
Վայք	v ɑ j k ʰ
Վան	v ɑ n
վանադիում	v ɑ n ɑ d i ˈ j u m
վանական	v ɑ n ɑ ˈ k ɑ n
Վանաձոր	v ɑ n ɑ ˈ d ͡ z o ɾ
վանդակ	v ɑ n ˈ d ɑ k
Վանդեա	v ɑ n ˈ d e j ɑ
վանել	v ɑ ˈ n e l
Վանեցյան	v ɑ n e ˈ t ͡ s ʰ j ɑ n
վանկ	v ɑ n k
վանկարկել	v ɑ n k ɑ ɾ ˈ k e l
վանկարկում	v ɑ n k ɑ ɾ ˈ k u m
վանկել	v ɑ n ˈ k e l
Վանկուվեր	v ɑ n k u ˈ v e ɾ
վաննա	ˈ v ɑ n n ɑ
Վանո	v ɑ ˈ n o
Վանուատու	v ɑ n u ɑ ˈ t u
վանք	v ɑ n k ʰ
Վաշինգտոն	v ɑ ʃ i n ɡ ˈ t o n
վաշտ	v ɑ ʃ t
Վաչագան	v ɑ t ͡ ʃ ʰ ɑ ˈ ɡ ɑ n
Վաչե	v ɑ ˈ t ͡ ʃ ʰ e
վառ	v ɑ r
վառարան	v ɑ r ɑ ˈ ɾ ɑ n
վառել	v ɑ ˈ r e l
վառելափայտ	v ɑ r e l ɑ ˈ p ʰ ɑ j t
վառելիք	v ɑ r e ˈ l i k ʰ
վառեկ	v ɑ ˈ r e k
վառյակ	v ɑ ˈ r j ɑ k
Վառնա	ˈ v ɑ r n ɑ
վառոդ	v ɑ ˈ r o t ʰ
վառվել	v ɑ r ˈ v e l
վասալ	v ɑ ˈ s ɑ l
Վասակ	v ɑ ˈ s ɑ k
Վասիլ	v ɑ ˈ s i l
Վասիլի	v ɑ ˈ s i l i
վասնզի	v ɑ s ə n ˈ z i
վաստակ	v ɑ s ˈ t ɑ k
վաստակել	v ɑ s t ɑ ˈ k e l
վավեր	v ɑ ˈ v e ɾ
վավերագրական	v ɑ v e ɾ ɑ ɡ ə ɾ ɑ ˈ k ɑ n
վավերացում	v ɑ v e ɾ ɑ ˈ t ͡ s ʰ u m
վատ	v ɑ t
վատասիրտ	v ɑ t ɑ ˈ s i ɾ t
վատթար	v ɑ t ʰ ˈ t ʰ ɑ ɾ
վատթարագույն	v ɑ t t ʰ ɑ ɾ ɑ ˈ ɡ u j n
Վատիկան	v ɑ t i ˈ k ɑ n
վատնել	v ɑ t ˈ n e l
վար	v ɑ ɾ
վարագույր	v ɑ ɾ ɑ ˈ k ʰ u j ɾ
վարազ	v ɑ ˈ ɾ ɑ z
Վարազդատ	v ɑ ɾ ɑ z ˈ d ɑ t
Վարաժնունի	v ɑ ɾ ɑ ʒ n u ˈ n i
վարակ	v ɑ ˈ ɾ ɑ k
վարանել	v ɑ ɾ ɑ ˈ n e l
վարանում	v ɑ ɾ ɑ ˈ n u m
վարանք	v ɑ ˈ ɾ ɑ n k ʰ
վարդ	v ɑ ɾ t ʰ
վարդագույն	v ɑ ɾ t ʰ ɑ ˈ ɡ u j n
վարդածառ	v ɑ ɾ t ʰ ɑ ˈ t ͡ s ɑ r
վարդակ	v ɑ ɾ ˈ t ʰ ɑ k
վարդակակաչ	v ɑ ɾ t ʰ ɑ k ɑ ˈ k ɑ t ͡ ʃ ʰ
Վարդան	v ɑ ɾ ˈ t ʰ ɑ n
Վարդանյան	v ɑ ɾ t ʰ ɑ ˈ n j ɑ n
վարդապետ	v ɑ ɾ t ʰ ɑ ˈ p e t
Վարդապետյան	v ɑ ɾ t ʰ ɑ p e ˈ t j ɑ n
վարդապետություն	v ɑ ɾ t ʰ ɑ p e t u ˈ t ʰ j u n
Վարդավառ	v ɑ ɾ t ʰ ɑ ˈ v ɑ r
Վարդգես	v ɑ ɾ t ʰ ˈ ɡ e s
վարդենի	v ɑ ɾ t ʰ e ˈ n i
Վարդենիկ	v ɑ ɾ t ʰ e ˈ n i k
Վարդենիս	v ɑ ɾ t ʰ e ˈ n i s
Վարդերեսյան	v ɑ ɾ t ʰ e ɾ e ˈ s j ɑ n
Վարդիթեր	v ɑ ɾ t ʰ i ˈ t ʰ e ɾ
Վարդիվառյան	v ɑ ɾ t ʰ i v ɑ ˈ r j ɑ n
Վարդուհի	v ɑ ɾ t ʰ u ˈ h i
վարել	v ɑ ˈ ɾ e l
վարժ	v ɑ ɾ ʒ
վարժապետ	v ɑ ɾ ʒ ɑ ˈ p e t
վարժարան	v ɑ ɾ ʒ ɑ ˈ ɾ ɑ n
վարժեցնել	v ɑ ɾ ʒ e t ͡ s ʰ ˈ n e l
վարժություն	v ɑ ɾ ʒ u ˈ t ʰ j u n
վարիչ	v ɑ ˈ ɾ i t ͡ ʃ ʰ
վարկ	v ɑ ɾ k
վարկաբեկ	v ɑ ɾ k ɑ ˈ b e k
վարկաբեկել	v ɑ ɾ k ɑ b e ˈ k e l
վարկած	v ɑ ɾ ˈ k ɑ t ͡ s
վարկային	v ɑ ɾ k ɑ ˈ j i n
վարկային քարտ	v ɑ ɾ k ɑ ˈ j i n   k ʰ ɑ ɾ t
վարկանիշ	v ɑ ɾ k ɑ ˈ n i ʃ
վարկատու	v ɑ ɾ k ɑ ˈ t u
վարկերի	v ɑ ɾ k e ˈ ɾ i
վարձ	v ɑ ɾ t ͡ s ʰ
վարձակ	v ɑ ɾ ˈ t ͡ s ʰ ɑ k
վարձակառք	v ɑ ɾ t ͡ s ʰ ɑ ˈ k ɑ r k ʰ
վարձել	v ɑ ɾ ˈ t ͡ s ʰ e l
վարձկան	v ɑ ɾ t ͡ s ʰ ˈ k ɑ n
վարձվոր	v ɑ ɾ t ͡ s ʰ ˈ v o ɾ
վարյագ	v ɑ ˈ ɾ j ɑ ɡ
վարյագական	v ɑ ɾ j ɑ ɡ ɑ ˈ k ɑ n
Վարշամ	v ɑ ɾ ˈ ʃ ɑ m
վարշամակ	v ɑ ɾ ʃ ɑ ˈ m ɑ k
Վարշավա	v ɑ ɾ ˈ ʃ ɑ v ɑ
Վարոս	v ɑ ˈ ɾ o s
վարորդ	v ɑ ˈ ɾ o ɾ t ʰ
վարորդական	v ɑ ɾ o ɾ t ʰ ɑ ˈ k ɑ n
վարորդական վկայական	v ɑ ɾ o ɾ t ʰ ɑ ˈ k ɑ n   v ə k ɑ j ɑ ˈ k ɑ n
վարչակազմ	v ɑ ɾ t ͡ ʃ ʰ ɑ ˈ k ɑ z m
վարչական	v ɑ ɾ t ͡ ʃ ʰ ɑ ˈ k ɑ n
վարչապետ	v ɑ ɾ t ͡ ʃ ʰ ɑ ˈ p e t
վարչապետացու	v ɑ ɾ t ͡ ʃ ʰ ɑ p e t ɑ ˈ t ͡ s ʰ u
վարպետ	v ɑ ɾ ˈ p e t
վարպետության	v ɑ ɾ p e t u ˈ t ʰ j ɑ n
վարպետության դաս	v ɑ ɾ p e t u ˈ t ʰ j ɑ n   d ɑ s
վարպետություն	v ɑ ɾ p e t u ˈ t ʰ j u n
վարս	v ɑ ɾ s
վարսակ	v ɑ ɾ ˈ s ɑ k
վարսակաշիլա	v ɑ ɾ s ɑ k ɑ ʃ i ˈ l ɑ
վարսահարդարիչ	v ɑ ɾ s ɑ h ɑ ɾ d ɑ ˈ ɾ i t ͡ ʃ ʰ
վարսավիր	v ɑ ɾ s ɑ ˈ v i ɾ
վարսավիրանոց	v ɑ ɾ s ɑ v i ɾ ɑ ˈ n o t ͡ s ʰ
Վարվառա	v ɑ ɾ v ɑ ˈ r ɑ
Վարվառե	v ɑ ɾ v ɑ ˈ r e
վարվել	v ɑ ɾ ˈ v e l
վարտիք	v ɑ ɾ ˈ t i k ʰ
Վարուժան	v ɑ ɾ u ˈ ʒ ɑ n
վարուժան	v ɑ ɾ u ˈ ʒ ɑ n
վարունգ	v ɑ ˈ ɾ u n ɡ
վարք	v ɑ ɾ k ʰ
վարքականոն	v ɑ ɾ k ʰ ɑ k ɑ ˈ n o n
վեգ	v e ɡ
Վեդա	v e ˈ d ɑ
վեդայական	v e d ɑ j ɑ ˈ k ɑ n
վեդրո	v e d ˈ ɾ o
վեզիր	v e ˈ z i ɾ
Վեզնեճյան	v e z n e ˈ t ͡ ʃ j ɑ n
Վեզուվ	v e ˈ z u v
վեթինգ	ˈ v e t ʰ i n ɡ
Վելինգտոն	v e l i n ɡ ˈ t o n
վեհ	v e h
վեհանձն	v e ˈ h ɑ n d ͡ z ə n
վեհություն	v e h u ˈ t ʰ j u n
վեղար	v e ˈ ʁ ɑ ɾ
վեճ	v e t ͡ ʃ
վեմ	v e m
վենդետա	v e n ˈ d e t ɑ
Վենեսուելա	v e n e s u ˈ e l ɑ
վենետական	v e n e t ɑ ˈ k ɑ n
վենետերեն	v e n e t e ˈ ɾ e n
Վենետիկ	v e n e ˈ t i k
վենետիկյան	v e n e t i ˈ k j ɑ n
վենետիկցի	v e n e t i k ˈ t ͡ s ʰ i
Վեներա	v e ˈ n e ɾ ɑ
Վենսան	v e n ˈ s ɑ n
վեշ	v e ʃ
վեշլկա	v e ʃ ə l ˈ k ɑ
վեշնի	v e ʃ ˈ n i
վեչնի	v e t ͡ ʃ ʰ ˈ n i
վեպ	v e p
Վեստ Ինդիա	v e s t   i n d i ˈ ɑ
վեվ	v e v
վեր	v e ɾ
վեր-	v e ɾ
վերա-	v e ˈ ɾ ɑ
վերաբերել	v e ɾ ɑ b e ˈ ɾ e l
վերաբերյալ	v e ɾ ɑ b e ˈ ɾ j ɑ l
վերաբերվել	v e ɾ ɑ b e ɾ ˈ v e l
վերագրել	v e ɾ ɑ ɡ ( ə ) ˈ ɾ e l
վերադառնալ	v e ɾ ɑ d ɑ r ˈ n ɑ l
վերադարձ	v e ɾ ɑ ˈ d ɑ ɾ t ͡ s ʰ
վերազգային	v e ɾ ɑ z ɡ ɑ ˈ j i n
վերազինել	v e ɾ ɑ z i ˈ n e l
վերազինում	v e ɾ ɑ z i ˈ n u m
վերածնվել	v e ɾ ɑ t ͡ s ə n ˈ v e l
Վերածնունդ	v e ɾ ɑ t ͡ s ə ˈ n u n d
վերականգնել	v e ɾ ɑ k ɑ n ɡ ˈ n e l
վերականգնման	v e ɾ ɑ k ɑ n ɡ n ə ˈ m ɑ n
Վերականգնման վարկերի բանկ	v e ɾ ɑ k ɑ n ɡ n ə ˈ m ɑ n   v ɑ ɾ k e ˈ ɾ i   b ɑ n k
վերականգնում	v e ɾ ɑ k ɑ n ɡ ˈ n u m
վերակառուցում	v e ɾ ɑ k ɑ r u ˈ t ͡ s ʰ u m
վերակացու	v e ɾ ɑ k ɑ ˈ t ͡ s ʰ u
վերահաս	v e ɾ ɑ ˈ h ɑ s
վերամարմնավորում	v e ɾ ɑ m ɑ ɾ m n ɑ v o ˈ ɾ u m
վերամբարձ	v e ɾ ɑ m ˈ b ɑ ɾ t ͡ s ʰ
վերամբարձ կռունկ	v e ɾ ɑ m ˈ b ɑ ɾ t ͡ s ʰ   k ə ˈ r u n k
վերանալ	v e ɾ ɑ ˈ n ɑ l
վերանորոգել	v e ɾ ɑ n o ɾ o ˈ k ʰ e l
վերանորոգում	v e ɾ ɑ n o ɾ o ˈ k ʰ u m
